reference_period,Local_Government_Area,CSA_Offence_Division,CSA_Offence_Subdivision,Offence_Count,LGA_ERP,Victorian_ERP
2014,greater bendigo,E Justice procedures offences,E10 Justice procedures,128,106971,5841667
2014,greater bendigo,E Justice procedures offences,E20 Breaches of orders,1401,106971,5841667
2014,greater bendigo,F Other offences,F20 Transport regulation offences,7,106971,5841667
2014,greater bendigo,F Other offences,F30 Other government regulatory offences,10,106971,5841667
2014,greater bendigo,F Other offences,F90 Miscellaneous offences,7,106971,5841667
2014,campaspe,A Crimes against the person,A10 Homicide and related offences,4,36881,5841667
2014,campaspe,A Crimes against the person,A20 Assault and related offences,257,36881,5841667
2014,campaspe,A Crimes against the person,A30 Sexual offences,127,36881,5841667
2014,campaspe,A Crimes against the person,A40 Abduction and related offences,4,36881,5841667
2014,campaspe,A Crimes against the person,A50 Robbery,5,36881,5841667
2014,campaspe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",58,36881,5841667
2014,campaspe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,41,36881,5841667
2014,campaspe,B Property and deception offences,B10 Arson,35,36881,5841667
2014,campaspe,B Property and deception offences,B20 Property damage,298,36881,5841667
2014,campaspe,B Property and deception offences,B30 Burglary/Break and enter,369,36881,5841667
2014,campaspe,B Property and deception offences,B40 Theft,926,36881,5841667
2014,campaspe,B Property and deception offences,B50 Deception,82,36881,5841667
2014,campaspe,C Drug offences,C10 Drug dealing and trafficking,20,36881,5841667
2014,campaspe,C Drug offences,C20 Cultivate or manufacture drugs,10,36881,5841667
2014,campaspe,C Drug offences,C30 Drug use and possession,78,36881,5841667
2014,campaspe,D Public order and security offences,D10 Weapons and explosives offences,82,36881,5841667
2014,campaspe,D Public order and security offences,D20 Disorderly and offensive conduct,201,36881,5841667
2014,campaspe,D Public order and security offences,D30 Public nuisance offences,11,36881,5841667
2014,campaspe,E Justice procedures offences,E10 Justice procedures,41,36881,5841667
2014,campaspe,E Justice procedures offences,E20 Breaches of orders,301,36881,5841667
2014,campaspe,F Other offences,F20 Transport regulation offences,2,36881,5841667
2014,campaspe,F Other offences,F90 Miscellaneous offences,5,36881,5841667
2014,central goldfields,A Crimes against the person,A20 Assault and related offences,131,12606,5841667
2014,central goldfields,A Crimes against the person,A30 Sexual offences,74,12606,5841667
2014,central goldfields,A Crimes against the person,A40 Abduction and related offences,3,12606,5841667
2014,central goldfields,A Crimes against the person,A50 Robbery,5,12606,5841667
2014,central goldfields,A Crimes against the person,A60 Blackmail and extortion,1,12606,5841667
2014,central goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",41,12606,5841667
2014,central goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17,12606,5841667
2014,central goldfields,B Property and deception offences,B10 Arson,12,12606,5841667
2014,central goldfields,B Property and deception offences,B20 Property damage,142,12606,5841667
2014,central goldfields,B Property and deception offences,B30 Burglary/Break and enter,88,12606,5841667
2014,central goldfields,B Property and deception offences,B40 Theft,210,12606,5841667
2014,central goldfields,B Property and deception offences,B50 Deception,36,12606,5841667
2014,central goldfields,C Drug offences,C10 Drug dealing and trafficking,1,12606,5841667
2014,central goldfields,C Drug offences,C20 Cultivate or manufacture drugs,4,12606,5841667
2014,central goldfields,C Drug offences,C30 Drug use and possession,31,12606,5841667
2014,central goldfields,D Public order and security offences,D10 Weapons and explosives offences,47,12606,5841667
2014,central goldfields,D Public order and security offences,D20 Disorderly and offensive conduct,67,12606,5841667
2014,central goldfields,D Public order and security offences,D30 Public nuisance offences,14,12606,5841667
2014,central goldfields,E Justice procedures offences,E10 Justice procedures,19,12606,5841667
2014,central goldfields,E Justice procedures offences,E20 Breaches of orders,163,12606,5841667
2014,central goldfields,F Other offences,F30 Other government regulatory offences,1,12606,5841667
2014,central goldfields,F Other offences,F90 Miscellaneous offences,6,12606,5841667
2014,loddon,A Crimes against the person,A10 Homicide and related offences,7,7365,5841667
2014,loddon,A Crimes against the person,A20 Assault and related offences,31,7365,5841667
2014,loddon,A Crimes against the person,A30 Sexual offences,15,7365,5841667
2014,loddon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16,7365,5841667
2014,loddon,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13,7365,5841667
2014,loddon,B Property and deception offences,B10 Arson,14,7365,5841667
2014,loddon,B Property and deception offences,B20 Property damage,36,7365,5841667
2014,loddon,B Property and deception offences,B30 Burglary/Break and enter,29,7365,5841667
2014,loddon,B Property and deception offences,B40 Theft,75,7365,5841667
2014,loddon,B Property and deception offences,B50 Deception,17,7365,5841667
2014,loddon,C Drug offences,C10 Drug dealing and trafficking,2,7365,5841667
2014,loddon,C Drug offences,C30 Drug use and possession,11,7365,5841667
2014,loddon,D Public order and security offences,D10 Weapons and explosives offences,5,7365,5841667
2014,loddon,D Public order and security offences,D20 Disorderly and offensive conduct,11,7365,5841667
2014,loddon,D Public order and security offences,D30 Public nuisance offences,5,7365,5841667
2014,loddon,E Justice procedures offences,E10 Justice procedures,3,7365,5841667
2014,loddon,E Justice procedures offences,E20 Breaches of orders,229,7365,5841667
2014,loddon,F Other offences,F20 Transport regulation offences,1,7365,5841667
2014,loddon,F Other offences,F30 Other government regulatory offences,1,7365,5841667
2014,greater geelong,A Crimes against the person,A10 Homicide and related offences,2,224926,5841667
2014,greater geelong,A Crimes against the person,A20 Assault and related offences,1337,224926,5841667
2014,greater geelong,A Crimes against the person,A30 Sexual offences,446,224926,5841667
2014,greater geelong,A Crimes against the person,A40 Abduction and related offences,19,224926,5841667
2014,greater geelong,A Crimes against the person,A50 Robbery,86,224926,5841667
2014,greater geelong,A Crimes against the person,A60 Blackmail and extortion,6,224926,5841667
2014,greater geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",339,224926,5841667
2014,greater geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,166,224926,5841667
2014,greater geelong,B Property and deception offences,B10 Arson,198,224926,5841667
2014,greater geelong,B Property and deception offences,B20 Property damage,2060,224926,5841667
2014,greater geelong,B Property and deception offences,B30 Burglary/Break and enter,2313,224926,5841667
2014,greater geelong,B Property and deception offences,B40 Theft,6683,224926,5841667
2014,greater geelong,B Property and deception offences,B50 Deception,1014,224926,5841667
2014,greater geelong,B Property and deception offences,B60 Bribery,7,224926,5841667
2014,greater geelong,C Drug offences,C10 Drug dealing and trafficking,127,224926,5841667
2014,greater geelong,C Drug offences,C20 Cultivate or manufacture drugs,53,224926,5841667
2014,greater geelong,C Drug offences,C30 Drug use and possession,522,224926,5841667
2014,greater geelong,C Drug offences,C90 Other drug offences,5,224926,5841667
2014,greater geelong,D Public order and security offences,D10 Weapons and explosives offences,489,224926,5841667
2014,greater geelong,D Public order and security offences,D20 Disorderly and offensive conduct,1029,224926,5841667
2014,greater geelong,D Public order and security offences,D30 Public nuisance offences,56,224926,5841667
2014,greater geelong,D Public order and security offences,D40 Public security offences,1,224926,5841667
2014,greater geelong,E Justice procedures offences,E10 Justice procedures,244,224926,5841667
2014,greater geelong,E Justice procedures offences,E20 Breaches of orders,1545,224926,5841667
2014,greater geelong,F Other offences,F10 Regulatory driving offences,1,224926,5841667
2014,greater geelong,F Other offences,F20 Transport regulation offences,4,224926,5841667
2014,greater geelong,F Other offences,F30 Other government regulatory offences,11,224926,5841667
2014,greater geelong,F Other offences,F90 Miscellaneous offences,7,224926,5841667
2014,queenscliffe,A Crimes against the person,A20 Assault and related offences,2,3027,5841667
2014,queenscliffe,A Crimes against the person,A30 Sexual offences,2,3027,5841667
2014,queenscliffe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,3027,5841667
2014,queenscliffe,B Property and deception offences,B10 Arson,1,3027,5841667
2014,queenscliffe,B Property and deception offences,B20 Property damage,11,3027,5841667
2014,queenscliffe,B Property and deception offences,B30 Burglary/Break and enter,8,3027,5841667
2014,queenscliffe,B Property and deception offences,B40 Theft,43,3027,5841667
2014,queenscliffe,C Drug offences,C30 Drug use and possession,1,3027,5841667
2014,queenscliffe,D Public order and security offences,D20 Disorderly and offensive conduct,5,3027,5841667
2014,queenscliffe,D Public order and security offences,D30 Public nuisance offences,23,3027,5841667
2014,queenscliffe,E Justice procedures offences,E10 Justice procedures,3,3027,5841667
2014,hindmarsh,A Crimes against the person,A20 Assault and related offences,31,5644,5841667
2014,hindmarsh,A Crimes against the person,A30 Sexual offences,9,5644,5841667
2014,hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14,5644,5841667
2014,hindmarsh,B Property and deception offences,B10 Arson,5,5644,5841667
2014,hindmarsh,B Property and deception offences,B20 Property damage,22,5644,5841667
2014,hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,19,5644,5841667
2014,hindmarsh,B Property and deception offences,B40 Theft,38,5644,5841667
2014,hindmarsh,B Property and deception offences,B50 Deception,3,5644,5841667
2014,hindmarsh,C Drug offences,C20 Cultivate or manufacture drugs,1,5644,5841667
2014,hindmarsh,C Drug offences,C30 Drug use and possession,20,5644,5841667
2014,hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,14,5644,5841667
2014,hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,8,5644,5841667
2014,hindmarsh,D Public order and security offences,D30 Public nuisance offences,2,5644,5841667
2014,hindmarsh,E Justice procedures offences,E10 Justice procedures,1,5644,5841667
2014,hindmarsh,E Justice procedures offences,E20 Breaches of orders,38,5644,5841667
2014,horsham,A Crimes against the person,A10 Homicide and related offences,2,19691,5841667
2014,horsham,A Crimes against the person,A20 Assault and related offences,259,19691,5841667
2014,horsham,A Crimes against the person,A30 Sexual offences,71,19691,5841667
2014,horsham,A Crimes against the person,A40 Abduction and related offences,5,19691,5841667
2014,horsham,A Crimes against the person,A50 Robbery,7,19691,5841667
2014,horsham,A Crimes against the person,A60 Blackmail and extortion,1,19691,5841667
2014,horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",118,19691,5841667
2014,horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,30,19691,5841667
2014,horsham,B Property and deception offences,B10 Arson,28,19691,5841667
2014,horsham,B Property and deception offences,B20 Property damage,222,19691,5841667
2014,horsham,B Property and deception offences,B30 Burglary/Break and enter,142,19691,5841667
2014,horsham,B Property and deception offences,B40 Theft,531,19691,5841667
2014,horsham,B Property and deception offences,B50 Deception,59,19691,5841667
2014,horsham,C Drug offences,C10 Drug dealing and trafficking,22,19691,5841667
2014,horsham,C Drug offences,C20 Cultivate or manufacture drugs,3,19691,5841667
2014,horsham,C Drug offences,C30 Drug use and possession,188,19691,5841667
2014,horsham,D Public order and security offences,D10 Weapons and explosives offences,60,19691,5841667
2014,horsham,D Public order and security offences,D20 Disorderly and offensive conduct,144,19691,5841667
2014,horsham,D Public order and security offences,D30 Public nuisance offences,24,19691,5841667
2014,horsham,E Justice procedures offences,E10 Justice procedures,40,19691,5841667
2014,horsham,E Justice procedures offences,E20 Breaches of orders,454,19691,5841667
2014,horsham,F Other offences,F30 Other government regulatory offences,3,19691,5841667
2014,horsham,F Other offences,F90 Miscellaneous offences,4,19691,5841667
2014,west wimmera,A Crimes against the person,A20 Assault and related offences,30,3982,5841667
2014,west wimmera,A Crimes against the person,A30 Sexual offences,32,3982,5841667
2014,west wimmera,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,3982,5841667
2014,west wimmera,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5,3982,5841667
2014,west wimmera,B Property and deception offences,B10 Arson,3,3982,5841667
2014,west wimmera,B Property and deception offences,B20 Property damage,9,3982,5841667
2014,west wimmera,B Property and deception offences,B30 Burglary/Break and enter,9,3982,5841667
2014,west wimmera,B Property and deception offences,B40 Theft,34,3982,5841667
2014,west wimmera,B Property and deception offences,B50 Deception,3,3982,5841667
2014,west wimmera,C Drug offences,C10 Drug dealing and trafficking,1,3982,5841667
2014,west wimmera,C Drug offences,C20 Cultivate or manufacture drugs,2,3982,5841667
2014,west wimmera,C Drug offences,C30 Drug use and possession,6,3982,5841667
2014,west wimmera,D Public order and security offences,D10 Weapons and explosives offences,8,3982,5841667
2014,west wimmera,D Public order and security offences,D20 Disorderly and offensive conduct,1,3982,5841667
2014,west wimmera,D Public order and security offences,D30 Public nuisance offences,1,3982,5841667
2014,west wimmera,E Justice procedures offences,E10 Justice procedures,4,3982,5841667
2014,west wimmera,E Justice procedures offences,E20 Breaches of orders,37,3982,5841667
2014,macedon ranges,A Crimes against the person,A10 Homicide and related offences,2,44715,5841667
2014,macedon ranges,A Crimes against the person,A20 Assault and related offences,187,44715,5841667
2014,macedon ranges,A Crimes against the person,A30 Sexual offences,66,44715,5841667
2014,macedon ranges,A Crimes against the person,A40 Abduction and related offences,5,44715,5841667
2014,macedon ranges,A Crimes against the person,A50 Robbery,1,44715,5841667
2014,macedon ranges,A Crimes against the person,A60 Blackmail and extortion,1,44715,5841667
2014,macedon ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",58,44715,5841667
2014,macedon ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22,44715,5841667
2014,macedon ranges,B Property and deception offences,B10 Arson,49,44715,5841667
2014,macedon ranges,B Property and deception offences,B20 Property damage,220,44715,5841667
2014,macedon ranges,B Property and deception offences,B30 Burglary/Break and enter,221,44715,5841667
2014,macedon ranges,B Property and deception offences,B40 Theft,606,44715,5841667
2014,macedon ranges,B Property and deception offences,B50 Deception,133,44715,5841667
2014,macedon ranges,C Drug offences,C10 Drug dealing and trafficking,31,44715,5841667
2014,macedon ranges,C Drug offences,C20 Cultivate or manufacture drugs,11,44715,5841667
2014,macedon ranges,C Drug offences,C30 Drug use and possession,140,44715,5841667
2014,macedon ranges,D Public order and security offences,D10 Weapons and explosives offences,85,44715,5841667
2014,macedon ranges,D Public order and security offences,D20 Disorderly and offensive conduct,45,44715,5841667
2014,macedon ranges,D Public order and security offences,D30 Public nuisance offences,15,44715,5841667
2014,macedon ranges,D Public order and security offences,D40 Public security offences,2,44715,5841667
2014,macedon ranges,E Justice procedures offences,E10 Justice procedures,26,44715,5841667
2014,macedon ranges,E Justice procedures offences,E20 Breaches of orders,226,44715,5841667
2014,macedon ranges,F Other offences,F20 Transport regulation offences,4,44715,5841667
2014,macedon ranges,F Other offences,F30 Other government regulatory offences,8,44715,5841667
2014,macedon ranges,F Other offences,F90 Miscellaneous offences,5,44715,5841667
2014,mount alexander,A Crimes against the person,A10 Homicide and related offences,2,18102,5841667
2014,mount alexander,A Crimes against the person,A20 Assault and related offences,187,18102,5841667
2014,mount alexander,A Crimes against the person,A30 Sexual offences,37,18102,5841667
2014,mount alexander,A Crimes against the person,A40 Abduction and related offences,1,18102,5841667
2014,mount alexander,A Crimes against the person,A50 Robbery,1,18102,5841667
2014,mount alexander,A Crimes against the person,A60 Blackmail and extortion,2,18102,5841667
2014,mount alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",29,18102,5841667
2014,mount alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18,18102,5841667
2014,mount alexander,B Property and deception offences,B10 Arson,28,18102,5841667
2014,mount alexander,B Property and deception offences,B20 Property damage,104,18102,5841667
2014,mount alexander,B Property and deception offences,B30 Burglary/Break and enter,72,18102,5841667
2014,mount alexander,B Property and deception offences,B40 Theft,230,18102,5841667
2014,mount alexander,B Property and deception offences,B50 Deception,136,18102,5841667
2014,mount alexander,C Drug offences,C10 Drug dealing and trafficking,11,18102,5841667
2014,mount alexander,C Drug offences,C20 Cultivate or manufacture drugs,9,18102,5841667
2014,mount alexander,C Drug offences,C30 Drug use and possession,47,18102,5841667
2014,mount alexander,C Drug offences,C90 Other drug offences,1,18102,5841667
2014,mount alexander,D Public order and security offences,D10 Weapons and explosives offences,41,18102,5841667
2014,mount alexander,D Public order and security offences,D20 Disorderly and offensive conduct,39,18102,5841667
2014,mount alexander,D Public order and security offences,D30 Public nuisance offences,5,18102,5841667
2014,mount alexander,E Justice procedures offences,E10 Justice procedures,19,18102,5841667
2014,mount alexander,E Justice procedures offences,E20 Breaches of orders,136,18102,5841667
2014,mount alexander,F Other offences,F20 Transport regulation offences,1,18102,5841667
2014,mount alexander,F Other offences,F30 Other government regulatory offences,1,18102,5841667
2014,mildura,A Crimes against the person,A20 Assault and related offences,597,53036,5841667
2014,mildura,A Crimes against the person,A30 Sexual offences,83,53036,5841667
2014,mildura,A Crimes against the person,A40 Abduction and related offences,7,53036,5841667
2014,mildura,A Crimes against the person,A50 Robbery,21,53036,5841667
2014,mildura,A Crimes against the person,A60 Blackmail and extortion,9,53036,5841667
2014,mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",159,53036,5841667
2014,mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,53,53036,5841667
2014,mildura,B Property and deception offences,B10 Arson,69,53036,5841667
2014,mildura,B Property and deception offences,B20 Property damage,633,53036,5841667
2014,mildura,B Property and deception offences,B30 Burglary/Break and enter,726,53036,5841667
2014,mildura,B Property and deception offences,B40 Theft,1430,53036,5841667
2014,mildura,B Property and deception offences,B50 Deception,265,53036,5841667
2014,mildura,C Drug offences,C10 Drug dealing and trafficking,70,53036,5841667
2014,mildura,C Drug offences,C20 Cultivate or manufacture drugs,18,53036,5841667
2014,mildura,C Drug offences,C30 Drug use and possession,338,53036,5841667
2014,mildura,D Public order and security offences,D10 Weapons and explosives offences,260,53036,5841667
2014,mildura,D Public order and security offences,D20 Disorderly and offensive conduct,421,53036,5841667
2014,mildura,D Public order and security offences,D30 Public nuisance offences,48,53036,5841667
2014,mildura,E Justice procedures offences,E10 Justice procedures,78,53036,5841667
2014,mildura,E Justice procedures offences,E20 Breaches of orders,654,53036,5841667
2014,mildura,F Other offences,F20 Transport regulation offences,1,53036,5841667
2014,mildura,F Other offences,F30 Other government regulatory offences,5,53036,5841667
2014,mildura,F Other offences,F90 Miscellaneous offences,5,53036,5841667
2014,golden plains,A Crimes against the person,A10 Homicide and related offences,2,20544,5841667
2014,golden plains,A Crimes against the person,A20 Assault and related offences,42,20544,5841667
2014,golden plains,A Crimes against the person,A30 Sexual offences,19,20544,5841667
2014,golden plains,A Crimes against the person,A60 Blackmail and extortion,1,20544,5841667
2014,golden plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15,20544,5841667
2014,golden plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5,20544,5841667
2014,golden plains,B Property and deception offences,B10 Arson,7,20544,5841667
2014,golden plains,B Property and deception offences,B20 Property damage,32,20544,5841667
2014,golden plains,B Property and deception offences,B30 Burglary/Break and enter,121,20544,5841667
2014,golden plains,B Property and deception offences,B40 Theft,179,20544,5841667
2014,golden plains,B Property and deception offences,B50 Deception,17,20544,5841667
2014,golden plains,C Drug offences,C10 Drug dealing and trafficking,5,20544,5841667
2014,golden plains,C Drug offences,C20 Cultivate or manufacture drugs,5,20544,5841667
2014,golden plains,C Drug offences,C30 Drug use and possession,4,20544,5841667
2014,golden plains,D Public order and security offences,D10 Weapons and explosives offences,14,20544,5841667
2014,golden plains,D Public order and security offences,D20 Disorderly and offensive conduct,13,20544,5841667
2014,golden plains,D Public order and security offences,D30 Public nuisance offences,1,20544,5841667
2014,golden plains,D Public order and security offences,D40 Public security offences,1,20544,5841667
2014,golden plains,E Justice procedures offences,E20 Breaches of orders,22,20544,5841667
2014,golden plains,F Other offences,F90 Miscellaneous offences,1,20544,5841667
2014,hepburn,A Crimes against the person,A20 Assault and related offences,63,14888,5841667
2014,hepburn,A Crimes against the person,A30 Sexual offences,27,14888,5841667
2014,hepburn,A Crimes against the person,A40 Abduction and related offences,1,14888,5841667
2014,hepburn,A Crimes against the person,A50 Robbery,2,14888,5841667
2014,hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",21,14888,5841667
2014,hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,14888,5841667
2014,hepburn,B Property and deception offences,B10 Arson,17,14888,5841667
2014,hepburn,B Property and deception offences,B20 Property damage,73,14888,5841667
2014,hepburn,B Property and deception offences,B30 Burglary/Break and enter,113,14888,5841667
2014,hepburn,B Property and deception offences,B40 Theft,140,14888,5841667
2014,hepburn,B Property and deception offences,B50 Deception,5,14888,5841667
2014,hepburn,C Drug offences,C10 Drug dealing and trafficking,3,14888,5841667
2014,hepburn,C Drug offences,C20 Cultivate or manufacture drugs,7,14888,5841667
2014,hepburn,C Drug offences,C30 Drug use and possession,11,14888,5841667
2014,hepburn,D Public order and security offences,D10 Weapons and explosives offences,13,14888,5841667
2014,hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,18,14888,5841667
2014,hepburn,D Public order and security offences,D30 Public nuisance offences,6,14888,5841667
2014,hepburn,E Justice procedures offences,E10 Justice procedures,6,14888,5841667
2014,hepburn,E Justice procedures offences,E20 Breaches of orders,63,14888,5841667
2014,hepburn,F Other offences,F90 Miscellaneous offences,1,14888,5841667
2014,moorabool,A Crimes against the person,A20 Assault and related offences,139,30926,5841667
2014,moorabool,A Crimes against the person,A30 Sexual offences,68,30926,5841667
2014,moorabool,A Crimes against the person,A40 Abduction and related offences,2,30926,5841667
2014,moorabool,A Crimes against the person,A50 Robbery,1,30926,5841667
2014,moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",45,30926,5841667
2014,moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22,30926,5841667
2014,moorabool,B Property and deception offences,B10 Arson,37,30926,5841667
2014,moorabool,B Property and deception offences,B20 Property damage,204,30926,5841667
2014,moorabool,B Property and deception offences,B30 Burglary/Break and enter,222,30926,5841667
2014,moorabool,B Property and deception offences,B40 Theft,611,30926,5841667
2014,moorabool,B Property and deception offences,B50 Deception,148,30926,5841667
2014,moorabool,C Drug offences,C10 Drug dealing and trafficking,17,30926,5841667
2014,moorabool,C Drug offences,C20 Cultivate or manufacture drugs,6,30926,5841667
2014,moorabool,C Drug offences,C30 Drug use and possession,64,30926,5841667
2014,moorabool,D Public order and security offences,D10 Weapons and explosives offences,78,30926,5841667
2014,moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,42,30926,5841667
2014,moorabool,D Public order and security offences,D30 Public nuisance offences,9,30926,5841667
2014,moorabool,E Justice procedures offences,E10 Justice procedures,16,30926,5841667
2014,moorabool,E Justice procedures offences,E20 Breaches of orders,135,30926,5841667
2014,moorabool,F Other offences,F20 Transport regulation offences,8,30926,5841667
2014,moorabool,F Other offences,F30 Other government regulatory offences,2,30926,5841667
2014,moorabool,F Other offences,F90 Miscellaneous offences,6,30926,5841667
2014,ararat,A Crimes against the person,A10 Homicide and related offences,2,11184,5841667
2014,ararat,A Crimes against the person,A20 Assault and related offences,220,11184,5841667
2014,ararat,A Crimes against the person,A30 Sexual offences,65,11184,5841667
2014,ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",37,11184,5841667
2014,ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22,11184,5841667
2014,ararat,B Property and deception offences,B10 Arson,15,11184,5841667
2014,ararat,B Property and deception offences,B20 Property damage,151,11184,5841667
2014,ararat,B Property and deception offences,B30 Burglary/Break and enter,46,11184,5841667
2014,ararat,B Property and deception offences,B40 Theft,157,11184,5841667
2014,ararat,B Property and deception offences,B50 Deception,25,11184,5841667
2014,ararat,C Drug offences,C10 Drug dealing and trafficking,4,11184,5841667
2014,ararat,C Drug offences,C20 Cultivate or manufacture drugs,1,11184,5841667
2014,ararat,C Drug offences,C30 Drug use and possession,35,11184,5841667
2014,ararat,D Public order and security offences,D10 Weapons and explosives offences,49,11184,5841667
2014,ararat,D Public order and security offences,D20 Disorderly and offensive conduct,126,11184,5841667
2014,ararat,D Public order and security offences,D30 Public nuisance offences,14,11184,5841667
2014,ararat,E Justice procedures offences,E10 Justice procedures,59,11184,5841667
2014,ararat,E Justice procedures offences,E20 Breaches of orders,125,11184,5841667
2014,ararat,F Other offences,F20 Transport regulation offences,1,11184,5841667
2014,ararat,F Other offences,F30 Other government regulatory offences,6,11184,5841667
2014,ararat,F Other offences,F90 Miscellaneous offences,3,11184,5841667
2014,northern grampians,A Crimes against the person,A10 Homicide and related offences,2,11719,5841667
2014,northern grampians,A Crimes against the person,A20 Assault and related offences,141,11719,5841667
2014,northern grampians,A Crimes against the person,A30 Sexual offences,28,11719,5841667
2014,northern grampians,A Crimes against the person,A40 Abduction and related offences,1,11719,5841667
2014,northern grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",43,11719,5841667
2014,northern grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17,11719,5841667
2014,northern grampians,B Property and deception offences,B10 Arson,18,11719,5841667
2014,northern grampians,B Property and deception offences,B20 Property damage,112,11719,5841667
2014,northern grampians,B Property and deception offences,B30 Burglary/Break and enter,45,11719,5841667
2014,northern grampians,B Property and deception offences,B40 Theft,145,11719,5841667
2014,northern grampians,B Property and deception offences,B50 Deception,43,11719,5841667
2014,northern grampians,C Drug offences,C10 Drug dealing and trafficking,9,11719,5841667
2014,northern grampians,C Drug offences,C20 Cultivate or manufacture drugs,5,11719,5841667
2014,northern grampians,C Drug offences,C30 Drug use and possession,75,11719,5841667
2014,northern grampians,D Public order and security offences,D10 Weapons and explosives offences,31,11719,5841667
2014,northern grampians,D Public order and security offences,D20 Disorderly and offensive conduct,64,11719,5841667
2014,northern grampians,D Public order and security offences,D30 Public nuisance offences,3,11719,5841667
2014,northern grampians,E Justice procedures offences,E10 Justice procedures,20,11719,5841667
2014,northern grampians,E Justice procedures offences,E20 Breaches of orders,102,11719,5841667
2014,northern grampians,F Other offences,F20 Transport regulation offences,1,11719,5841667
2014,northern grampians,F Other offences,F30 Other government regulatory offences,11,11719,5841667
2014,northern grampians,F Other offences,F90 Miscellaneous offences,2,11719,5841667
2014,yarriambiack,A Crimes against the person,A20 Assault and related offences,43,6892,5841667
2014,yarriambiack,A Crimes against the person,A30 Sexual offences,21,6892,5841667
2014,yarriambiack,A Crimes against the person,A40 Abduction and related offences,1,6892,5841667
2014,yarriambiack,A Crimes against the person,A50 Robbery,1,6892,5841667
2014,yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,6892,5841667
2014,yarriambiack,B Property and deception offences,B10 Arson,2,6892,5841667
2014,yarriambiack,B Property and deception offences,B20 Property damage,29,6892,5841667
2014,yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,20,6892,5841667
2014,yarriambiack,B Property and deception offences,B40 Theft,47,6892,5841667
2014,yarriambiack,B Property and deception offences,B50 Deception,2,6892,5841667
2014,yarriambiack,C Drug offences,C10 Drug dealing and trafficking,4,6892,5841667
2014,yarriambiack,C Drug offences,C20 Cultivate or manufacture drugs,19,6892,5841667
2014,yarriambiack,C Drug offences,C30 Drug use and possession,6,6892,5841667
2014,yarriambiack,D Public order and security offences,D10 Weapons and explosives offences,71,6892,5841667
2014,yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,26,6892,5841667
2014,yarriambiack,D Public order and security offences,D30 Public nuisance offences,1,6892,5841667
2014,yarriambiack,E Justice procedures offences,E10 Justice procedures,4,6892,5841667
2014,yarriambiack,E Justice procedures offences,E20 Breaches of orders,29,6892,5841667
2014,yarriambiack,F Other offences,F20 Transport regulation offences,1,6892,5841667
2014,yarriambiack,F Other offences,F30 Other government regulatory offences,18,6892,5841667
2014,glenelg,A Crimes against the person,A20 Assault and related offences,162,19357,5841667
2014,glenelg,A Crimes against the person,A30 Sexual offences,67,19357,5841667
2014,glenelg,A Crimes against the person,A40 Abduction and related offences,2,19357,5841667
2014,glenelg,A Crimes against the person,A50 Robbery,3,19357,5841667
2014,glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",25,19357,5841667
